location,lat,lon,mention_count,entertainment_score_mean,entertainment_score_present_share,entertainment_score_strong_share,entertainment_score_sum,bad_news_score_mean,bad_news_score_present_share,bad_news_score_strong_share,bad_news_score_sum,magnitude_score_mean,magnitude_score_present_share,magnitude_score_strong_share,magnitude_score_sum,good_news_score_mean,good_news_score_present_share,good_news_score_strong_share,good_news_score_sum,celebrity_score_mean,celebrity_score_present_share,celebrity_score_strong_share,celebrity_score_sum,power_elite_score_mean,power_elite_score_present_share,power_elite_score_strong_share,power_elite_score_sum,dominant_news_values,dominant_map_category
Maasbommel,51.8215176,5.5342917,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Maasbracht,51.1428567,5.8830683,4,0.0,0.0,0.0,0,100.0,1.0,1.0,400,50.0,1.0,0.0,200,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12.5,0.25,0.0,50,bad_news,bad_news
Maasbree,51.3586733,6.047488,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,1.0,0.0,50,bad_news,bad_news
Maasland,51.9367248,4.2740314,18,33.333333333333336,0.3333333333333333,0.3333333333333333,600,16.666666666666668,0.16666666666666666,0.16666666666666666,300,11.11111111111111,0.2222222222222222,0.0,200,5.555555555555555,0.05555555555555555,0.05555555555555555,100,5.555555555555555,0.05555555555555555,0.05555555555555555,100,8.333333333333334,0.16666666666666666,0.0,150,entertainment,entertainment
Maassluis,51.9219917,4.2541194,13,7.6923076923076925,0.07692307692307693,0.07692307692307693,100,38.46153846153846,0.38461538461538464,0.38461538461538464,500,42.30769230769231,0.6153846153846154,0.23076923076923078,550,7.6923076923076925,0.07692307692307693,0.07692307692307693,100,0.0,0.0,0.0,0,15.384615384615385,0.3076923076923077,0.0,200,magnitude,magnitude
Maastricht,50.8512438,5.6909768,199,17.08542713567839,0.1708542713567839,0.1708542713567839,3400,24.12060301507538,0.24120603015075376,0.24120603015075376,4800,21.105527638190956,0.33668341708542715,0.08542713567839195,4200,9.547738693467336,0.09547738693467336,0.09547738693467336,1900,5.025125628140704,0.06532663316582915,0.035175879396984924,1000,12.311557788944723,0.21608040201005024,0.03015075376884422,2450,bad_news,bad_news
Macharen,51.804411,5.5447825,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Made,51.6773008,4.7931811,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Makkinga,52.9803013,6.217107,5,0.0,0.0,0.0,0,100.0,1.0,1.0,500,50.0,1.0,0.0,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Makkum,53.0572965,5.4048682,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Malden,51.7802241,5.8539184,3,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,100,16.666666666666668,0.3333333333333333,0.0,50,33.333333333333336,0.3333333333333333,0.3333333333333333,100,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Margraten,50.8201564,5.8216625,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.0,0.1,0.1,100,power_elite,power_elite
Mariahout,51.5410252,5.5713434,2,100.0,1.0,1.0,200,0.0,0.0,0.0,0,0.0,0.0,0.0,0,100.0,1.0,1.0,200,50.0,1.0,0.0,100,50.0,1.0,0.0,100,entertainment,entertainment
Mariënberg,52.5104023,6.575102,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,1.0,0.0,50,bad_news,bad_news
Markelo,52.2347139,6.4949852,5,20.0,0.2,0.2,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,0.6,0.4,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0,good_news,good_news
Marken,52.4578746,5.1068263,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Marknesse,52.7086116,5.8626733,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Marum,53.1442439,6.2647308,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0,37.5,0.375,0.375,300,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,magnitude,magnitude
Maurik,51.9608641,5.4233334,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Mechelen,50.7963578,5.9255403,5,0.0,0.0,0.0,0,40.0,0.4,0.4,200,20.0,0.4,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0,0.4,0.0,100,bad_news,bad_news
Medemblik,52.768691,5.106195,3,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,100,16.666666666666668,0.3333333333333333,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Meerkerk,51.9213105,4.9973222,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Meerssen,50.8850867,5.7529708,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Meppel,52.6938237,6.197767,7,14.285714285714286,0.14285714285714285,0.14285714285714285,100,14.285714285714286,0.14285714285714285,0.14285714285714285,100,7.142857142857143,0.14285714285714285,0.0,50,28.571428571428573,0.2857142857142857,0.2857142857142857,200,0.0,0.0,0.0,0,7.142857142857143,0.14285714285714285,0.0,50,good_news,good_news
Meppen,52.7812658,6.6958864,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,magnitude,magnitude
Meteren,51.8637206,5.2834238,11,0.0,0.0,0.0,0,27.272727272727273,0.2727272727272727,0.2727272727272727,300,13.636363636363637,0.2727272727272727,0.0,150,0.0,0.0,0.0,0,0.0,0.0,0.0,0,13.636363636363637,0.2727272727272727,0.0,150,bad_news,bad_news
Middelbeers,51.4677566,5.2508063,2,0.0,0.0,0.0,0,50.0,0.5,0.5,100,25.0,0.5,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Middelburg,51.4996784,3.6137371,32,6.25,0.0625,0.0625,200,37.5,0.375,0.375,1200,17.1875,0.34375,0.0,550,6.25,0.0625,0.0625,200,0.0,0.0,0.0,0,23.4375,0.40625,0.0625,750,bad_news,bad_news
Middelharnis,51.7576172,4.1656476,2,0.0,0.0,0.0,0,100.0,1.0,1.0,200,50.0,1.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Middenbeemster,52.5489163,4.9146226,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Midwoud,52.7184236,5.0758874,2,50.0,0.5,0.5,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,0.5,0.5,100,0.0,0.0,0.0,0,entertainment,entertainment
Mierlo,51.4437624,5.6187496,7,0.0,0.0,0.0,0,42.857142857142854,0.42857142857142855,0.42857142857142855,300,21.428571428571427,0.42857142857142855,0.0,150,0.0,0.0,0.0,0,0.0,0.0,0.0,0,21.428571428571427,0.42857142857142855,0.0,150,bad_news,bad_news
Mijdrecht,52.2060181,4.8648168,3,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,100,16.666666666666668,0.3333333333333333,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Mijnsheerenland,51.7987352,4.4874953,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Milsbeek,51.7243615,5.9499476,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Miste,51.9446123,6.6595521,1,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,entertainment,entertainment
Moerdijk,51.7030216,4.6256771,28,0.0,0.0,0.0,0,17.857142857142858,0.17857142857142858,0.17857142857142858,500,8.928571428571429,0.17857142857142858,0.0,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.142857142857143,0.14285714285714285,0.0,200,bad_news,bad_news
Moergestel,51.5448378,5.1805818,5,0.0,0.0,0.0,0,100.0,1.0,1.0,500,40.0,0.8,0.0,200,0.0,0.0,0.0,0,0.0,0.0,0.0,0,30.0,0.6,0.0,150,bad_news,bad_news
Molenhoek,51.7662937,5.8716117,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,good_news,good_news
Monnickendam,52.4570766,5.0373214,4,25.0,0.25,0.25,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,entertainment,entertainment
Montfoort,52.0441945,4.9514009,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Montfort,51.1294393,5.94533,5,0.0,0.0,0.0,0,100.0,1.0,1.0,500,50.0,1.0,0.0,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,1.0,0.0,250,bad_news,bad_news
Moordrecht,51.9865065,4.6698314,1,0.0,0.0,0.0,0,100.0,1.0,1.0,100,50.0,1.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Muiden,52.3301851,5.0692658,8,0.0,0.0,0.0,0,75.0,0.75,0.75,600,37.5,0.75,0.0,300,0.0,0.0,0.0,0,0.0,0.0,0.0,0,18.75,0.375,0.0,150,bad_news,bad_news
Muiderberg,52.3268624,5.1170818,6,50.0,0.5,0.5,300,33.333333333333336,0.3333333333333333,0.3333333333333333,200,16.666666666666668,0.3333333333333333,0.0,100,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,200,16.666666666666668,0.3333333333333333,0.0,100,entertainment,entertainment
Munstergeleen,50.9765279,5.8628416,2,0.0,0.0,0.0,0,100.0,1.0,1.0,200,50.0,1.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,1.0,0.0,100,bad_news,bad_news
Musselkanaal,52.930435,7.0221573,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Naaldwijk,51.9930016,4.2074197,3,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,100,16.666666666666668,0.3333333333333333,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Naarden,52.2957628,5.1633636,7,0.0,0.0,0.0,0,14.285714285714286,0.14285714285714285,0.14285714285714285,100,21.428571428571427,0.2857142857142857,0.14285714285714285,150,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.142857142857143,0.14285714285714285,0.0,50,magnitude,magnitude
Nederweert,51.2856418,5.7496037,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.0,0.5,0.5,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,good_news,good_news
Neede,52.1350286,6.6113394,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Nieuw-Beijerland,51.8103814,4.3417551,5,0.0,0.0,0.0,0,60.0,0.6,0.6,300,30.0,0.6,0.0,150,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20.0,0.4,0.0,100,bad_news,bad_news
Nieuw-Vennep,52.2646243,4.6340331,34,8.823529411764707,0.08823529411764706,0.08823529411764706,300,20.58823529411765,0.20588235294117646,0.20588235294117646,700,13.235294117647058,0.23529411764705882,0.029411764705882353,450,17.647058823529413,0.17647058823529413,0.17647058823529413,600,0.0,0.0,0.0,0,8.823529411764707,0.17647058823529413,0.0,300,bad_news,bad_news
Nieuw-Weerdinge,52.8573979,6.9878143,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Nieuwegein,52.0367152,5.0836117,82,1.2195121951219512,0.012195121951219513,0.012195121951219513,100,48.78048780487805,0.4878048780487805,0.4878048780487805,4000,29.26829268292683,0.5365853658536586,0.04878048780487805,2400,2.4390243902439024,0.024390243902439025,0.024390243902439025,200,0.0,0.0,0.0,0,18.29268292682927,0.36585365853658536,0.0,1500,bad_news,bad_news
Nieuwerkerk,51.6492243,4.0006743,6,16.666666666666668,0.16666666666666666,0.16666666666666666,100,33.333333333333336,0.3333333333333333,0.3333333333333333,200,16.666666666666668,0.3333333333333333,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.333333333333334,0.16666666666666666,0.0,50,bad_news,bad_news
Nieuwersluis,52.196668,5.0077712,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Nieuwkoop,52.1500947,4.7761706,18,0.0,0.0,0.0,0,50.0,0.5,0.5,900,25.0,0.4444444444444444,0.05555555555555555,450,11.11111111111111,0.1111111111111111,0.1111111111111111,200,0.0,0.0,0.0,0,19.444444444444443,0.3888888888888889,0.0,350,bad_news,bad_news
Nieuwkuijk,51.6913468,5.1805252,2,0.0,0.0,0.0,0,50.0,0.5,0.5,100,25.0,0.5,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.5,0.0,50,bad_news,bad_news
Nieuwland,51.9018805,5.0133496,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,good_news,good_news
Nieuwlande,52.6957431,6.6110453,2,0.0,0.0,0.0,0,100.0,1.0,1.0,200,50.0,1.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.5,0.0,50,bad_news,bad_news
Nieuwleusen,52.5831257,6.286441,4,0.0,0.0,0.0,0,50.0,0.5,0.5,200,25.0,0.5,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.5,0.0,100,bad_news,bad_news
Nieuwpoort,51.9353893,4.868505,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.25,0.25,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.25,0.25,100,magnitude,magnitude
Nijbroek,52.2919545,6.062797,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Nijeholtpade,52.9129243,6.0785117,2,0.0,0.0,0.0,0,100.0,1.0,1.0,200,50.0,1.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Nijeveen,52.7335989,6.1685657,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Nijkerk,52.2219471,5.4824871,7,14.285714285714286,0.14285714285714285,0.14285714285714285,100,28.571428571428573,0.2857142857142857,0.2857142857142857,200,14.285714285714286,0.2857142857142857,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.142857142857143,0.14285714285714285,0.0,50,bad_news,bad_news
Nijland,53.0510398,5.5758194,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Nijmegen,51.8474946,5.8637771,277,6.137184115523466,0.061371841155234655,0.061371841155234655,1700,23.826714801444044,0.23826714801444043,0.23826714801444043,6600,18.231046931407942,0.30324909747292417,0.061371841155234655,5050,7.9422382671480145,0.07942238267148015,0.07942238267148015,2200,1.263537906137184,0.018050541516245487,0.007220216606498195,350,13.898916967509026,0.24187725631768953,0.036101083032490974,3850,bad_news,bad_news
Nijverdal,52.3592015,6.4654075,14,0.0,0.0,0.0,0,57.142857142857146,0.5714285714285714,0.5714285714285714,800,28.571428571428573,0.5714285714285714,0.0,400,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.5,0.0,350,bad_news,bad_news
Nispen,51.4823484,4.4616139,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Nisse,51.4572483,3.8537696,1,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,entertainment,entertainment
Nistelrode,51.7046122,5.5614154,4,0.0,0.0,0.0,0,75.0,0.75,0.75,300,37.5,0.75,0.0,150,0.0,0.0,0.0,0,0.0,0.0,0.0,0,37.5,0.75,0.0,150,bad_news,bad_news
Noordeloos,51.9038757,4.9427289,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,100.0,1.0,1.0,100,power_elite,power_elite
Noorden,52.1662661,4.8270914,12,0.0,0.0,0.0,0,58.333333333333336,0.5833333333333334,0.5833333333333334,700,29.166666666666668,0.5833333333333334,0.0,350,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.5,0.0,300,bad_news,bad_news
Noordhoek,51.6426051,4.5334995,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,100.0,1.0,1.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,good_news,good_news
Noordhorn,53.2594179,6.3957891,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Noordwijk,52.2410856,4.4461969,67,8.955223880597014,0.08955223880597014,0.08955223880597014,600,13.432835820895523,0.13432835820895522,0.13432835820895522,900,20.895522388059703,0.29850746268656714,0.11940298507462686,1400,13.432835820895523,0.13432835820895522,0.13432835820895522,900,1.492537313432836,0.014925373134328358,0.014925373134328358,100,14.17910447761194,0.19402985074626866,0.08955223880597014,950,magnitude,magnitude
Noordwijkerhout,52.2629093,4.490519,3,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,100,16.666666666666668,0.3333333333333333,0.0,50,33.333333333333336,0.3333333333333333,0.3333333333333333,100,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Nootdorp,52.0426094,4.3930456,6,0.0,0.0,0.0,0,16.666666666666668,0.16666666666666666,0.16666666666666666,100,8.333333333333334,0.16666666666666666,0.0,50,83.33333333333333,0.8333333333333334,0.8333333333333334,500,25.0,0.3333333333333333,0.16666666666666666,150,16.666666666666668,0.3333333333333333,0.0,100,good_news,good_news
Norg,53.0663318,6.4594921,4,0.0,0.0,0.0,0,25.0,0.25,0.25,100,12.5,0.25,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Nuenen,51.4743021,5.5490439,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0,11.11111111111111,0.1111111111111111,0.1111111111111111,100,11.11111111111111,0.1111111111111111,0.1111111111111111,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,magnitude,magnitude
Nuis,53.1514836,6.3011876,16,18.75,0.1875,0.1875,300,18.75,0.1875,0.1875,300,31.25,0.4375,0.1875,500,12.5,0.125,0.125,200,0.0,0.0,0.0,0,6.25,0.125,0.0,100,magnitude,magnitude
Numansdorp,51.7266233,4.4374377,6,0.0,0.0,0.0,0,50.0,0.5,0.5,300,25.0,0.5,0.0,150,16.666666666666668,0.16666666666666666,0.16666666666666666,100,0.0,0.0,0.0,0,33.333333333333336,0.5,0.16666666666666666,200,bad_news,bad_news
Nunspeet,52.378571,5.780886,52,1.9230769230769231,0.019230769230769232,0.019230769230769232,100,61.53846153846154,0.6153846153846154,0.6153846153846154,3200,34.61538461538461,0.6538461538461539,0.038461538461538464,1800,0.0,0.0,0.0,0,0.0,0.0,0.0,0,11.538461538461538,0.23076923076923078,0.0,600,bad_news,bad_news
Obdam,52.6761592,4.9083961,3,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,100,16.666666666666668,0.3333333333333333,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Ochten,51.9075735,5.5670692,2,0.0,0.0,0.0,0,100.0,1.0,1.0,200,50.0,1.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Odijk,52.0493994,5.2345455,3,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,100,16.666666666666668,0.3333333333333333,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Odoorn,52.85161,6.8463701,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Oegstgeest,52.185433,4.4738856,3,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,100,16.666666666666668,0.3333333333333333,0.0,50,33.333333333333336,0.3333333333333333,0.3333333333333333,100,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Oene,52.3438804,6.0472267,3,0.0,0.0,0.0,0,66.66666666666667,0.6666666666666666,0.6666666666666666,200,33.333333333333336,0.6666666666666666,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,33.333333333333336,0.6666666666666666,0.0,100,bad_news,bad_news
Oirschot,51.5035638,5.310242,18,16.666666666666668,0.16666666666666666,0.16666666666666666,300,16.666666666666668,0.16666666666666666,0.16666666666666666,300,13.88888888888889,0.2222222222222222,0.05555555555555555,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.333333333333334,0.16666666666666666,0.0,150,entertainment,entertainment
Oisterwijk,51.5778742,5.1938101,19,0.0,0.0,0.0,0,36.8421052631579,0.3684210526315789,0.3684210526315789,700,23.68421052631579,0.42105263157894735,0.05263157894736842,450,5.2631578947368425,0.05263157894736842,0.05263157894736842,100,0.0,0.0,0.0,0,15.789473684210526,0.3157894736842105,0.0,300,bad_news,bad_news
Oldebroek,52.4456113,5.8990715,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Oldehove,53.3036857,6.3958119,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Oldenzaal,52.3116616,6.9241615,18,0.0,0.0,0.0,0,27.77777777777778,0.2777777777777778,0.2777777777777778,500,25.0,0.3888888888888889,0.1111111111111111,450,5.555555555555555,0.05555555555555555,0.05555555555555555,100,0.0,0.0,0.0,0,11.11111111111111,0.2222222222222222,0.0,200,bad_news,bad_news
Olst,52.3370093,6.110796,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Ommel,51.4224766,5.7484872,3,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,100,16.666666666666668,0.3333333333333333,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.666666666666668,0.3333333333333333,0.0,50,bad_news,bad_news
Ommen,52.5208023,6.4251941,15,6.666666666666667,0.06666666666666667,0.06666666666666667,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.666666666666667,0.06666666666666667,0.06666666666666667,100,0.0,0.0,0.0,0,6.666666666666667,0.06666666666666667,0.06666666666666667,100,entertainment,entertainment
Onstwedde,53.0367909,7.0388943,3,0.0,0.0,0.0,0,33.333333333333336,0.3333333333333333,0.3333333333333333,100,16.666666666666668,0.3333333333333333,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
Oostendorp,52.4436619,5.8550114,2,0.0,0.0,0.0,0,50.0,0.5,0.5,100,25.0,0.5,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.5,0.0,50,bad_news,bad_news
Oosterbeek,51.9884489,5.8420484,2,0.0,0.0,0.0,0,100.0,1.0,1.0,200,50.0,1.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0,25.0,0.5,0.0,50,bad_news,bad_news
Oosterhesselen,52.7553154,6.7194646,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,none,none
Oosterhout,51.8800369,5.8270267,42,0.0,0.0,0.0,0,64.28571428571429,0.6428571428571429,0.6428571428571429,2700,44.04761904761905,0.7619047619047619,0.11904761904761904,1850,2.380952380952381,0.023809523809523808,0.023809523809523808,100,0.0,0.0,0.0,0,29.761904761904763,0.5952380952380952,0.0,1250,bad_news,bad_news
Oosterwolde,52.4632906,5.8946206,7,0.0,0.0,0.0,0,57.142857142857146,0.5714285714285714,0.5714285714285714,400,28.571428571428573,0.5714285714285714,0.0,200,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,bad_news,bad_news
